Is Duplicate Row?,Days to Ship,Table Names,File Paths,Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales,Discount,Product Name,Return Reason,Returned?,Return Notes,Return Approver,Quota-2015,Quota-2016,Quota-2017,Quota-2018
Unique,5,orders_south_2015,orders_south_2017.csv,Office Supplies,Columbus,United States,JB-16045,Julia Barnett,5/25/2017 12:00:00 AM,CA-2017-139269,31907,OFF-ST-10000689,152.118,9,South,2988,Home Office,5/30/2017 12:00:00 AM,Standard Class,Georgia,Storage,1267.65,0,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Incorrect Product Shipped,Yes,,,100000,100000,100000,100000
Unique,4,Orders_Central.csv,,Office Supplies,Aurora,United States,ZC-21910,Zuschuss Carroll,4/25/2016 12:00:00 AM,CA-2016-130365,60505,OFF-ST-10002574,-55.256,2,Central,6948,Consumer,4/29/2016 12:00:00 AM,Standard Class,Illinois,Storage,221.024,0.2,"SAFCO Commercial Wire Shelving, Black",,No,,,100000,105000,120000,145000
Unique,4,Orders_Central.csv,,Technology,Edmond,United States,NP-18670,Nora Paige,11/20/2017 12:00:00 AM,CA-2017-114104,73034,TEC-PH-10004536,236.2325,7,Central,160,Consumer,11/24/2017 12:00:00 AM,Standard Class,Oklahoma,Phones,944.93,0,Avaya 5420 Digital phone,,No,,,100000,105000,120000,145000
Unique,2,Orders_East.xlsx/Orders_East,,Furniture,Oceanside,United States,SV-20935,Susan Vittorini,3/19/2017 12:00:00 AM,CA-2017-136371,11572,FUR-FU-10000221,6.9088,4,East,2854,Consumer,3/21/2017 12:00:00 AM,Second Class,New York,Furnishings,20.32,0,"Master Caster Door Stop, Brown",,No,,,125000,150000,175000,200000
Unique,2,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,DL-13315,Delfina Latchford,12/8/2018 12:00:00 AM,CA-2018-145226,10035,OFF-ST-10002352,8.2992,4,East,1171,Consumer,12/10/2018 12:00:00 AM,Second Class,New York,Storage,31.92,0,Iris Project Case,,No,,,125000,150000,175000,200000
Unique,4,Orders_East.xlsx/Orders_East,,Office Supplies,Cleveland,United States,TS-21505,Tony Sayre,9/25/2017 12:00:00 AM,CA-2017-113978,44105,OFF-ST-10002574,-82.884,3,East,7727,Consumer,9/29/2017 12:00:00 AM,Standard Class,Ohio,Storage,331.53,0.2,"SAFCO Commercial Wire Shelving, Black",,No,,,125000,150000,175000,200000
Unique,4,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,SW-20275,Scott Williamson,11/10/2017 12:00:00 AM,CA-2017-127761,10009,OFF-BI-10002557,1.365,1,East,9249,Consumer,11/14/2017 12:00:00 AM,Standard Class,New York,Binders,3.64,0.2,Presstex Flexible Ring Binders,,No,,,125000,150000,175000,200000
Unique,5,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,KH-16330,Katharine Harms,11/20/2015 12:00:00 AM,CA-2015-140396,10024,OFF-BI-10003669,4.536,3,East,7553,Corporate,11/25/2015 12:00:00 AM,Standard Class,New York,Binders,12.96,0.2,3M Organizer Strips,,No,,,125000,150000,175000,200000
Unique,5,Orders_West.csv,,Office Supplies,Gilbert,United States,PF-19120,Peter Fuller,6/15/2016 12:00:00 AM,CA-2016-129896,85234,OFF-ST-10004804,-19.5624,2,West,3882,Consumer,6/20/2016 12:00:00 AM,Standard Class,Arizona,Storage,82.368,0.2,"Belkin 19"" Vented Equipment Shelf, Black",,No,,,115000,200000,225000,300000
Unique,6,Orders_West.csv,,Office Supplies,Seattle,United States,AS-10630,Ann Steele,12/7/2015 12:00:00 AM,CA-2015-101392,98103,OFF-ST-10000532,70.0336,7,West,8091,Home Office,12/13/2015 12:00:00 AM,Standard Class,Washington,Storage,269.36,0,Advantus Rolling Drawer Organizers,,No,,,115000,200000,225000,300000
Unique,2,orders_south_2015,orders_south_2015.csv,Office Supplies,Waynesboro,United States,NP-18325,Naresj Patel,6/21/2015 12:00:00 AM,US-2015-117135,22980,OFF-ST-10002444,10.3152,3,South,692,Consumer,6/23/2015 12:00:00 AM,Second Class,Virginia,Storage,36.84,0,Recycled Eldon Regeneration Jumbo File,,No,,,100000,100000,100000,100000
Unique,4,Orders_Central.csv,,Technology,Chicago,United States,EK-13795,Eileen Kiefer,12/19/2016 12:00:00 AM,CA-2016-109113,60610,TEC-AC-10004761,4.779,2,Central,7747,Home Office,12/23/2016 12:00:00 AM,Standard Class,Illinois,Accessories,25.488,0.2,Maxell 4.7GB DVD+RW 3/Pack,,No,,,100000,105000,120000,145000
Unique,5,Orders_Central.csv,,Technology,Dallas,United States,MO-17950,Michael Oakman,4/2/2016 12:00:00 AM,US-2016-122140,75220,TEC-AC-10003038,-0.6265,7,Central,2770,Consumer,4/7/2016 12:00:00 AM,Standard Class,Texas,Accessories,50.12,0.2,Kingston Digital DataTraveler 16GB USB 2.0,,No,,,100000,105000,120000,145000
Unique,6,Orders_Central.csv,,Office Supplies,Bloomington,United States,TB-21250,Tim Brockman,12/5/2016 12:00:00 AM,CA-2016-117898,61701,OFF-EN-10004459,4.4312,2,Central,9725,Consumer,12/11/2016 12:00:00 AM,Standard Class,Illinois,Envelopes,12.224,0.2,Security-Tint Envelopes,,No,,,100000,105000,120000,145000
Unique,0,Orders_East.xlsx/Orders_East,,Office Supplies,Cleveland,United States,CL-12565,Clay Ludtke,5/8/2017 12:00:00 AM,CA-2017-106530,44105,OFF-ST-10002011,88.0299,3,East,1631,Consumer,5/8/2017 12:00:00 AM,Same Day,Ohio,Storage,1006.05,0.2,Smead Adjustable Mobile File Trolley with Lockable Top,,No,,,125000,150000,175000,200000
Unique,2,Orders_East.xlsx/Orders_East,,Office Supplies,Bowling Green,United States,MS-17710,Maurice Satty,8/24/2016 12:00:00 AM,CA-2016-123939,43402,OFF-LA-10003190,2.5056,3,East,9518,Consumer,8/26/2016 12:00:00 AM,Second Class,Ohio,Labels,6.91,0.2,Avery 474,,No,,,125000,150000,175000,200000
Unique,2,Orders_East.xlsx/Orders_East,,Office Supplies,Fairfield,United States,SC-20380,Shahid Collister,3/13/2018 12:00:00 AM,CA-2018-153843,6824,OFF-AP-10001564,120.9416,2,East,7232,Consumer,3/15/2018 12:00:00 AM,First Class,Connecticut,Appliances,465.16,0,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,,No,,,125000,150000,175000,200000
Unique,2,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,DL-13315,Delfina Latchford,12/8/2018 12:00:00 AM,CA-2018-145226,10035,OFF-PA-10003172,9.3312,3,East,1170,Consumer,12/10/2018 12:00:00 AM,Second Class,New York,Paper,19.44,0,Xerox 1996,,No,,,125000,150000,175000,200000
Unique,4,Orders_East.xlsx/Orders_East,,Furniture,Philadelphia,United States,CS-11950,Carlos Soltero,11/18/2015 12:00:00 AM,US-2015-159926,19140,FUR-FU-10001473,5.2773,3,East,3303,Consumer,11/22/2015 12:00:00 AM,Standard Class,Pennsylvania,Furnishings,60.31,0.2,"Eldon Executive Woodline II Desk Accessories, Mahogany",,No,,,125000,150000,175000,200000
Unique,4,Orders_East.xlsx/Orders_East,,Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,11/18/2015 12:00:00 AM,US-2015-159926,19140,OFF-ST-10003656,-16.3183,1,East,3301,Consumer,11/22/2015 12:00:00 AM,Standard Class,Pennsylvania,Storage,76.79,0.2,Safco Industrial Wire Shelving,,No,,,125000,150000,175000,200000
Unique,5,Orders_East.xlsx/Orders_East,,Furniture,Franklin,United States,AR-10405,Allen Rosenblatt,8/27/2018 12:00:00 AM,US-2018-134481,2038,FUR-TA-10004915,-297.6848,7,East,378,Corporate,9/1/2018 12:00:00 AM,Standard Class,Massachusetts,Tables,1488.42,0.3,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",,No,,,125000,150000,175000,200000
Unique,5,Orders_East.xlsx/Orders_East,,Office Supplies,Columbus,United States,BP-11290,Beth Paige,12/18/2018 12:00:00 AM,CA-2018-156664,43229,OFF-PA-10002222,29.692,5,East,8847,Consumer,12/23/2018 12:00:00 AM,Standard Class,Ohio,Paper,91.35,0.2,"Xerox Color Copier Paper, 11"" x 17"", Ream",,No,,,125000,150000,175000,200000
Unique,5,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,EM-14095,Eudokia Martin,9/8/2018 12:00:00 AM,CA-2018-132437,10024,OFF-ST-10001031,16.9312,4,East,8620,Corporate,9/13/2018 12:00:00 AM,Second Class,New York,Storage,65.12,0,Adjustable Personal File Tote,,No,,,125000,150000,175000,200000
Unique,5,Orders_East.xlsx/Orders_East,,Technology,Passaic,United States,AF-10870,Art Ferguson,5/22/2017 12:00:00 AM,CA-2017-146934,7055,TEC-AC-10002399,30.432,5,East,2444,Consumer,5/27/2017 12:00:00 AM,Standard Class,New Jersey,Accessories,95.09,0,SanDisk Cruzer 32 GB USB Flash Drive,,No,,,125000,150000,175000,200000
Unique,7,Orders_East.xlsx/Orders_East,,Office Supplies,Baltimore,United States,SV-20785,Stewart Visinsky,2/13/2018 12:00:00 AM,CA-2018-151176,21215,OFF-SU-10001165,6.5052,3,East,5598,Consumer,2/20/2018 12:00:00 AM,Standard Class,Maryland,Supplies,25.02,0,Acme Elite Stainless Steel Scissors,,No,,,125000,150000,175000,200000
Unique,7,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,RF-19840,Roy Französisch,12/29/2016 12:00:00 AM,CA-2016-130855,10035,OFF-SU-10003936,0.0636,2,East,9876,Consumer,1/5/2017 12:00:00 AM,Standard Class,New York,Supplies,6.36,0,Acme Serrated Blade Letter Opener,,No,,,125000,150000,175000,200000
Unique,4,Orders_West.csv,,Furniture,San Diego,United States,MH-17620,Matt Hagelstein,12/5/2016 12:00:00 AM,CA-2016-156440,92105,FUR-FU-10004090,14.6718,2,West,3677,Corporate,12/9/2016 12:00:00 AM,Standard Class,California,Furnishings,44.46,0,"Executive Impressions 14"" Contract Wall Clock",Incorrect Product Ordered,Yes,Customer wanted digital clock,G Lindsay,115000,200000,225000,300000
Unique,5,Orders_West.csv,,Office Supplies,San Diego,United States,RA-19285,Ralph Arnett,12/25/2016 12:00:00 AM,CA-2016-111780,92037,OFF-PA-10001667,8.073,3,West,6065,Consumer,12/30/2016 12:00:00 AM,Second Class,California,Paper,17.94,0,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),,No,,,115000,200000,225000,300000
Unique,3,orders_south_2015,orders_south_2016.csv,Furniture,Nashville,United States,RR-19525,Rick Reed,12/5/2016 12:00:00 AM,US-2016-131842,37211,FUR-CH-10004477,10.9602,2,South,8648,Corporate,12/8/2016 12:00:00 AM,First Class,Tennessee,Chairs,97.424,0.2,"Global Push Button Manager's Chair, Indigo",,No,,,100000,100000,100000,100000
Unique,5,orders_south_2015,orders_south_2017.csv,Office Supplies,Waynesboro,United States,AB-10060,Adam Bellavance,3/13/2017 12:00:00 AM,US-2017-108637,22980,OFF-BI-10004965,20.7,4,South,2366,Home Office,3/18/2017 12:00:00 AM,Standard Class,Virginia,Binders,46,0,Ibico Covers for Plastic or Wire Binding Elements,,No,,,100000,100000,100000,100000
Unique,6,orders_south_2015,orders_south_2017.csv,Office Supplies,Nashville,United States,PK-19075,Pete Kriz,4/16/2017 12:00:00 AM,CA-2017-166282,37211,OFF-PA-10003022,40.0036,7,South,7131,Consumer,4/22/2017 12:00:00 AM,Standard Class,Tennessee,Paper,123.088,0.2,"Standard Line ""While You Were Out"" Hardbound Telephone Message Book",,No,,,100000,100000,100000,100000
Unique,2,Orders_Central.csv,,Office Supplies,Arlington,United States,DC-12850,Dan Campbell,9/18/2018 12:00:00 AM,CA-2018-131016,76017,OFF-ST-10000352,-2.974,2,Central,2824,Consumer,9/20/2018 12:00:00 AM,First Class,Texas,Storage,47.584,0.2,Acco Perma 2700 Stacking Storage Drawers,,No,,,100000,105000,120000,145000
Unique,3,Orders_Central.csv,,Technology,Detroit,United States,BW-11110,Bart Watters,1/7/2018 12:00:00 AM,CA-2018-159366,48205,TEC-MA-10000822,679.996,2,Central,978,Corporate,1/10/2018 12:00:00 AM,First Class,Michigan,Machines,3059.982,0.1,Lexmark MX611dhe Monochrome Laser Printer,,No,,,100000,105000,120000,145000
Unique,5,Orders_Central.csv,,Office Supplies,Superior,United States,EM-14140,Eugene Moren,5/30/2017 12:00:00 AM,CA-2017-152730,54880,OFF-ST-10000876,13.9328,4,Central,7256,Home Office,6/4/2017 12:00:00 AM,Standard Class,Wisconsin,Storage,49.76,0,Eldon Simplefile Box Office,,No,,,100000,105000,120000,145000
Unique,6,Orders_Central.csv,,Furniture,Laredo,United States,HA-14920,Helen Andreada,10/13/2017 12:00:00 AM,CA-2017-154018,78041,FUR-FU-10003394,-150.414,5,Central,2166,Consumer,10/19/2017 12:00:00 AM,Standard Class,Texas,Furnishings,139.92,0.6,"Tenex ""The Solids"" Textured Chair Mats",,No,,,100000,105000,120000,145000
Unique,0,Orders_East.xlsx/Orders_East,,Office Supplies,Newark,United States,JG-15310,Jason Gross,7/21/2017 12:00:00 AM,CA-2017-141957,43055,OFF-ST-10004340,8.7052,2,East,5667,Corporate,7/21/2017 12:00:00 AM,Same Day,Ohio,Storage,99.48,0.2,"Fellowes Mobile File Cart, Black",,No,,,125000,150000,175000,200000
Unique,2,Orders_East.xlsx/Orders_East,,Technology,Newark,United States,KH-16330,Katharine Harms,6/19/2018 12:00:00 AM,CA-2018-128944,43055,TEC-AC-10001553,1.5291,9,East,7107,Corporate,6/21/2018 12:00:00 AM,Second Class,Ohio,Accessories,122.32,0.2,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",,No,,,125000,150000,175000,200000
Unique,3,Orders_East.xlsx/Orders_East,,Office Supplies,East Orange,United States,CB-12025,Cassandra Brandow,11/27/2017 12:00:00 AM,CA-2017-117583,7017,OFF-AR-10000658,9.702,3,East,9813,Consumer,11/30/2017 12:00:00 AM,First Class,New Jersey,Art,34.64,0,Newell 324,,No,,,125000,150000,175000,200000
Unique,4,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,JM-15250,Janet Martin,3/29/2017 12:00:00 AM,CA-2017-167556,10009,OFF-BI-10003708,9.3125,5,East,3974,Consumer,4/2/2017 12:00:00 AM,Standard Class,New York,Binders,29.8,0.2,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",,No,,,125000,150000,175000,200000
Unique,6,Orders_East.xlsx/Orders_East,,Furniture,New York City,United States,KW-16435,Katrina Willman,9/25/2018 12:00:00 AM,CA-2018-144904,10009,FUR-FU-10000023,20.7328,8,East,365,Consumer,10/1/2018 12:00:00 AM,Standard Class,New York,Furnishings,47.11,0,Eldon Wave Desk Accessories,,No,,,125000,150000,175000,200000
Unique,6,Orders_West.csv,,Furniture,Moreno Valley,United States,DN-13690,Duane Noonan,12/22/2017 12:00:00 AM,CA-2017-114860,92553,FUR-FU-10000277,202.2528,8,West,9349,Consumer,12/28/2017 12:00:00 AM,Standard Class,California,Furnishings,842.72,0,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,,No,,,115000,200000,225000,300000
Unique,6,Orders_West.csv,,Technology,Los Angeles,United States,CL-12565,Clay Ludtke,5/28/2017 12:00:00 AM,CA-2017-134803,90004,TEC-AC-10002217,7.896,7,West,3423,Consumer,6/3/2017 12:00:00 AM,Standard Class,California,Accessories,131.6,0,Imation Clip USB flash drive - 8 GB,,No,,,115000,200000,225000,300000
Unique,7,Orders_West.csv,,Office Supplies,Los Angeles,United States,CG-12040,Catherine Glotzbach,6/1/2016 12:00:00 AM,CA-2016-161242,90045,OFF-PA-10001838,5.7624,2,West,9565,Home Office,6/8/2016 12:00:00 AM,Standard Class,California,Paper,11.76,0,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",,No,,,115000,200000,225000,300000
Unique,1,orders_south_2015,orders_south_2017.csv,Office Supplies,Little Rock,United States,CK-12595,Clytie Kelty,6/6/2017 12:00:00 AM,US-2017-167472,72209,OFF-PA-10001534,6.2208,2,South,5538,Consumer,6/7/2017 12:00:00 AM,First Class,Arkansas,Paper,12.96,0,Xerox 230,,No,,,100000,100000,100000,100000
Unique,4,orders_south_2015,orders_south_2017.csv,Technology,Fayetteville,United States,TS-21655,Trudy Schmidt,12/25/2017 12:00:00 AM,CA-2017-148684,72701,TEC-AC-10001838,171.9914,2,South,7891,Consumer,12/29/2017 12:00:00 AM,Standard Class,Arkansas,Accessories,399.98,0,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,,No,,,100000,100000,100000,100000
Unique,0,Orders_Central.csv,,Furniture,Lawton,United States,BD-11620,Brian DeCherney,10/22/2018 12:00:00 AM,CA-2018-130211,73505,FUR-TA-10003748,54.7756,2,Central,4479,Consumer,10/22/2018 12:00:00 AM,Same Day,Oklahoma,Tables,248.98,0,Bevis 36 x 72 Conference Tables,,No,,,100000,105000,120000,145000
Unique,2,Orders_Central.csv,,Office Supplies,Eagan,United States,ON-18715,Odella Nelson,3/11/2017 12:00:00 AM,CA-2017-118255,55122,OFF-BI-10003291,8.2062,2,Central,46,Corporate,3/13/2017 12:00:00 AM,First Class,Minnesota,Binders,17.46,0,Wilson Jones Leather-Like Binders with DublLock Round Rings,,No,,,100000,105000,120000,145000
Unique,2,Orders_Central.csv,,Office Supplies,Lawrence,United States,DL-13330,Denise Leinenbach,11/21/2016 12:00:00 AM,CA-2016-109337,46226,OFF-AR-10003759,4.914,6,Central,6675,Consumer,11/23/2016 12:00:00 AM,Second Class,Indiana,Art,10.92,0,"Crayola Anti Dust Chalk, 12/Pack",,No,,,100000,105000,120000,145000
Unique,5,Orders_East.xlsx/Orders_East,,Office Supplies,New York City,United States,BK-11260,Berenike Kampe,8/3/2015 12:00:00 AM,CA-2015-125612,10035,OFF-ST-10003221,5.7672,2,East,858,Consumer,8/8/2015 12:00:00 AM,Standard Class,New York,Storage,21.35,0,Staple magnet,,No,,,125000,150000,175000,200000
Unique,6,Orders_East.xlsx/Orders_East,,Office Supplies,Columbus,United States,CR-12730,Craig Reiter,8/22/2017 12:00:00 AM,CA-2017-137239,43229,OFF-EN-10002230,45.3222,2,East,657,Consumer,8/28/2017 12:00:00 AM,Standard Class,Ohio,Envelopes,134.28,0.2,Airmail Envelopes,,No,,,125000,150000,175000,200000
Unique,4,Orders_West.csv,,Office Supplies,San Francisco,United States,HF-14995,Herbert Flentye,9/21/2015 12:00:00 AM,CA-2015-153969,94109,OFF-PA-10002246,9.4815,3,West,3167,Consumer,9/25/2015 12:00:00 AM,Standard Class,California,Paper,19.35,0,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",,No,,,115000,200000,225000,300000
Unique,5,Orders_West.csv,,Office Supplies,Los Angeles,United States,SP-20860,Sung Pak,3/4/2018 12:00:00 AM,CA-2018-110478,90045,OFF-EN-10000483,7.015,1,West,421,Corporate,3/9/2018 12:00:00 AM,Standard Class,California,Envelopes,15.25,0,"White Envelopes, White Envelopes with Clear Poly Window",,No,,,115000,200000,225000,300000
Unique,6,Orders_West.csv,,Office Supplies,Moreno Valley,United States,EM-13825,Elizabeth Moffitt,1/26/2016 12:00:00 AM,CA-2016-109603,92553,OFF-PA-10003790,84.0512,8,West,8909,Corporate,2/1/2016 12:00:00 AM,Standard Class,California,Paper,182.72,0,Xerox 1991,,No,,,115000,200000,225000,300000
Unique,4,orders_south_2015,orders_south_2016.csv,Furniture,Daytona Beach,United States,SA-20830,Sue Ann Reed,4/26/2016 12:00:00 AM,CA-2016-122266,32114,FUR-TA-10000577,-76.6062,1,South,8207,Consumer,4/30/2016 12:00:00 AM,Standard Class,Florida,Tables,191.5155,0.45,Bretford CR4500 Series Slim Rectangular Table,,No,,,100000,100000,100000,100000
Unique,2,Orders_Central.csv,,Furniture,Houston,United States,MA-17560,Matt Abelman,8/18/2017 12:00:00 AM,CA-2017-128916,77070,FUR-FU-10001940,-3.8208,3,Central,9125,Home Office,8/20/2017 12:00:00 AM,Second Class,Texas,Furnishings,9.552,0.6,Staple-based wall hangings,,No,,,100000,105000,120000,145000
Unique,4,Orders_Central.csv,,Office Supplies,Overland Park,United States,KM-16225,Kalyca Meade,11/2/2018 12:00:00 AM,CA-2018-116358,66212,OFF-AR-10004685,9.1674,6,Central,3276,Corporate,11/6/2018 12:00:00 AM,Standard Class,Kansas,Art,27.78,0,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",,No,,,100000,105000,120000,145000
Unique,5,Orders_Central.csv,,Technology,Chicago,United States,RL-19615,Rob Lucas,7/12/2016 12:00:00 AM,CA-2016-126557,60610,TEC-PH-10003505,16.704,2,Central,4545,Consumer,7/17/2016 12:00:00 AM,Second Class,Illinois,Phones,148.48,0.2,Geemarc AmpliPOWER60,,No,,,100000,105000,120000,145000
Unique,3,Orders_East.xlsx/Orders_East,,Furniture,Perth Amboy,United States,NR-18550,Nick Radford,10/17/2017 12:00:00 AM,CA-2017-152688,8861,FUR-BO-10001337,12.098,1,East,9201,Consumer,10/20/2017 12:00:00 AM,First Class,New Jersey,Bookcases,120.98,0,O'Sullivan Living Dimensions 2-Shelf Bookcases,,No,,,125000,150000,175000,200000
Unique,3,Orders_East.xlsx/Orders_East,,Office Supplies,Clifton,United States,SF-20065,Sandra Flanagan,9/10/2015 12:00:00 AM,CA-2015-113383,7011,OFF-AP-10004532,22.1184,4,East,7982,Consumer,9/13/2015 12:00:00 AM,First Class,New Jersey,Appliances,81.92,0,Kensington 6 Outlet Guardian Standard Surge Protector,,No,,,125000,150000,175000,200000
Unique,3,Orders_West.csv,,Technology,Los Angeles,United States,NM-18520,Neoma Murray,12/3/2017 12:00:00 AM,CA-2017-153598,90045,TEC-AC-10003870,659.98,5,West,5426,Consumer,12/6/2017 12:00:00 AM,First Class,California,Accessories,1649.95,0,Logitech Z-906 Speaker sys - home theater - 5.1-CH,,No,,,115000,200000,225000,300000
Unique,4,Orders_West.csv,,Technology,San Diego,United States,JD-16150,Justin Deggeller,3/22/2016 12:00:00 AM,US-2016-163279,92037,TEC-PH-10001795,185.997,3,West,5813,Corporate,3/26/2016 12:00:00 AM,Standard Class,California,Phones,1487.976,0.2,ClearOne CHATAttach 160 - speaker phone,,No,,,115000,200000,225000,300000
Unique,6,Orders_West.csv,,Office Supplies,San Francisco,United States,JK-15205,Jamie Kunitz,10/30/2018 12:00:00 AM,CA-2018-123491,94122,OFF-PA-10003424,3.71,2,West,1709,Consumer,11/5/2018 12:00:00 AM,Standard Class,California,Paper,7.42,0,"""While you Were Out"" Message Book, One Form per Page",,No,,,115000,200000,225000,300000
Unique,3,Orders_East.xlsx/Orders_East,,Office Supplies,Watertown,United States,JM-16195,Justin MacKendrick,9/2/2015 12:00:00 AM,CA-2015-157721,13601,OFF-AP-10001303,8.955,1,East,2925,Consumer,9/5/2015 12:00:00 AM,First Class,New York,Appliances,19.89,0,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",,No,,,125000,150000,175000,200000
Unique,6,Orders_East.xlsx/Orders_East,,Office Supplies,Long Beach,United States,ND-18370,Natalie DeCherney,11/19/2017 12:00:00 AM,CA-2017-130778,11561,OFF-PA-10001509,20.585,5,East,8324,Consumer,11/25/2017 12:00:00 AM,Standard Class,New York,Paper,44.75,0,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",,No,,,125000,150000,175000,200000
